;FO;FO;FO;FO;FO;FO;FO;FO;FO;FO;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL;NSOL
Unit;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Offset X;9. Offset Y;10. Offset Theta;1. Defect;2. N_Defect;3. Row;4. Column;5. Angle;6. Width;7. Height;8. Offset X;9. Offset Y;10. Offset Theta;11. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. *circularity;9. *inner_radius (um);10. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Inspection Time;1. Defect;2. *N_Defect;3. Total Area;4. Areas;5. Total Area (um);6. Areas (um);7. Angle (deg);8. Inspection Time
HE_9_5_L1;"1";1;6823238;6823238;17.46748928;17.46748928;0.260499117985174;3.07513139913924;-2.27805884256126;14.9255000274309;"1";0;554.239169189896;2331.09248798439;0.236831919964207;1.84680416883449;0.103339392953565;3.72974798077503;-0.886782670703833;13.5694694679292;19.1244000016013;"1";0;0;0;0;0;0;[0.604866451360712, 0.731913982871581, 0.710241941532978, 0.692264149809721, 0.753772776136997];[21.6, 20, 22.4, 20.8, 20.8];9.12210000024061;"1";16;4939;[352, 288, 291, 291, 350, 272, 319, 272, 321, 278, 334, 306, 293, 284, 309, 379];12643.84;[901.12, 737.28, 744.96, 744.96, 896, 696.32, 816.64, 696.32, 821.76, 711.68, 855.04, 783.36, 750.08, 727.04, 791.04, 970.24];[-7.95173418019912, -45, 47.6728899239092, -35.8930870602055, 1.69119582773378, -90, -2.21218848997827, -90, -13.468645321053, -68.9391051204801, 5.9294454061243, 0, 43.0553040478181, 54.0424082226746, 6.69683649317902, 2.97081937306862];2.02639999770327;"1";9;11351;[1313, 1291, 1269, 1279, 1202, 1251, 1208, 1307, 1231];0.02905856;[0.00336128, 0.00330496, 0.00324864, 0.00327424, 0.00307712, 0.00320256, 0.00309248, 0.00334592, 0.00315136];[-86.5208747601818, 89.6608730194294, -83.7742785310521, -86.5908685470741, -88.254959839634, 81.0598829817304, 86.4029768536468, 81.9451933237539, -88.5463128901878];23.6912000000302
HE_10_6_L1;"1";1;6816037;6816037;17.44905472;17.44905472;0.276634560566298;3.03383679401975;-2.28086804998271;15.849992787905;"1";0;550.612428699786;2302.44876459781;0.23531357576261;1.84667103259517;0.104289689372574;3.6839180233565;-0.880979885919658;13.4824747533295;32.6510999984748;"1";0;0;0;0;0;0;[0.786022243900889, 0.781555375191047, 0.798193589752158, 0.70370660614067, 0.882481214498831, 0.844641063312781, 0.67066189525549, 0.639653491782591];[23.2, 24, 23.2, 21.6, 24, 23.2, 20.8, 21.6];3.85090000054333;"1";16;4846;[372, 265, 307, 283, 354, 272, 320, 259, 328, 270, 357, 250, 340, 230, 328, 311];12405.76;[952.32, 678.4, 785.92, 724.48, 906.24, 696.32, 819.2, 663.04, 839.68, 691.2, 913.92, 640, 870.4, 588.8, 839.68, 796.16];[-4.80211354087717, -81.6828576479571, 26.4404954966715, 44.3379514058782, -4.76045050781304, 63.434948822922, -18.7489919520326, 87.5919878686232, -10.6999157525992, -64.4336471673603, 7.85763111896887, -78.7610908974999, -6.47955544398094, -84.3638082567154, 7.45750080136336, -18.9494606879095];5.17749999926309;"1";9;11311;[1326, 1275, 1259, 1229, 1263, 1254, 1200, 1272, 1233];0.02895616;[0.00339456, 0.003264, 0.00322304, 0.00314624, 0.00323328, 0.00321024, 0.003072, 0.00325632, 0.00315648];[84.0069603541934, 85.4752400249666, 84.7467460538696, -87.752194085196, 78.4925767324289, -88.578203919947, 84.7098833688622, -86.6426520358084, -88.9498267605738];3.55970000236994
HE_5_6_L1;"1";1;6820648;6820648;17.46085888;17.46085888;0.22057963662072;3.05349074304963;-2.24675988510183;12.6382822248966;"1";0;531.550251169674;2316.7585239664;0.389011845619082;1.8424621046907;0.101628227856996;3.70681363834624;-0.850480401871478;22.2887369345681;11.8981999985408;"1";0;0;0;0;0;0;[0.624308364723838, 0.809311779761612, 0.708647723773905, 0.634191423482389, 0.82750850364762, 0.661613933758007, 0.628268193492144, 0.785195731759888, 0.726372468814781];[20, 23.2, 22.4, 21.6, 23.2, 20, 22.4, 24, 20];5.0864000004367;"1";16;4953;[337, 287, 276, 324, 345, 289, 339, 283, 307, 297, 330, 290, 312, 260, 303, 374];12679.68;[862.72, 734.72, 706.56, 829.44, 883.2, 739.84, 867.84, 724.48, 785.92, 760.32, 844.8, 742.4, 798.72, 665.6, 775.68, 957.44];[5.92402409875673, -86.4098290469778, 57.6403946497216, -1.12950862841086, 6.89056259313984, 0, 0.550721853205768, -62.9117833961821, 8.29242375663882, -14.1886686462424, 4.10512631494593, 45.8699212819006, -11.8168457230448, -87.9414119907167, 21.5129216829579, -3.33848128984378];6.66129999808618;"1";9;11128;[1247, 1272, 1269, 1215, 1215, 1171, 1254, 1289, 1196];0.02848768;[0.00319232, 0.00325632, 0.00324864, 0.0031104, 0.0031104, 0.00299776, 0.00321024, 0.00329984, 0.00306176];[85.3727267189881, -89.0647645156888, -83.5173814368889, -88.5404509480435, -84.3540889440648, -86.5530051411416, -81.1230862560129, -86.0413131739791, -85.5942907443538];3.15770000088378
HE_6_5_L1;"1";1;6836748;6836748;17.50207488;17.50207488;0.23028930216027;3.05233965739267;-2.29307808636504;13.1946050807964;"1";0;557.376016056825;2314.4861738913;0.216338052664449;1.84696069502227;0.103966255362593;3.70317787822609;-0.89180162569092;12.3952573657518;23.9509000020917;"1";0;0;0;0;0;0;[0.682485811543598, 0.7220712400641, 0.73725901372228, 0.70781055298793, 0.696272285750048, 0.602103862699139, 0.647026468332467, 0.635436498477473, 0.67353370374576];[20.8, 20, 20.8, 20.8, 19.2, 19.2, 20, 20, 19.2];8.00679999883869;"1";16;5168;[380, 299, 328, 317, 340, 300, 342, 289, 350, 293, 369, 276, 352, 257, 344, 332];13230.08;[972.8, 765.44, 839.68, 811.52, 870.4, 768, 875.52, 739.84, 896, 750.08, 944.64, 706.56, 901.12, 657.92, 880.64, 849.92];[-5.02428788138883, -21.0925641946436, 6.16300746400179, -18.4221536769973, 4.87075286930497, -20.614815036775, -15.3416148670729, 46.6832303317149, -9.31037829927035, -41.2645522950938, 6.29560733394812, 75.5434438388089, -6.19828239894799, 84.6698258527323, -9.50003320521986, 20.7886135403904];5.77830000111135;"1";9;10741;[1240, 1216, 1199, 1189, 1148, 1194, 1190, 1206, 1159];0.02749696;[0.0031744, 0.00311296, 0.00306944, 0.00304384, 0.00293888, 0.00305664, 0.0030464, 0.00308736, 0.00296704];[-88.2864181398538, 86.4771254587782, -81.6399437323694, 81.516112157567, -86.4731066566209, -80.594405595097, -88.5492504406856, 87.7631349265577, 87.5774842252661];7.06980000177282
HE_7_6_L1;"1";1;6808127;6808127;17.42880512;17.42880512;0.219939973807638;3.05374264116988;-2.24920086384993;12.6016322453955;"1";0;532.327947874528;2318.36088567488;0.213348627622042;1.84477551750015;0.103701285411039;3.7093774170798;-0.851724716599246;12.2239759276512;36.1642000025313;"1";0;0;0;0;0;0;[0.602231770491267, 0.685054003422437, 0.81937821561565, 0.739284305682543, 0.618135607688158, 0.702980140194442, 0.806458123559306, 0.640297098044004];[20, 21.6, 24.8, 21.6, 21.6, 20, 24, 21.6];3.62660000246251;"1";16;4505;[313, 239, 258, 293, 314, 264, 289, 258, 269, 276, 332, 261, 281, 242, 271, 345];11532.8;[801.28, 611.84, 660.48, 750.08, 803.84, 675.84, 739.84, 660.48, 688.64, 706.56, 849.92, 668.16, 719.36, 619.52, 693.76, 883.2];[-25.162951883423, 86.5752518887502, -81.9780073994829, -29.7711440681542, 23.8726839187826, -73.3865331591811, -46.0913779520634, 81.2337607312751, -78.1359079403592, -72.7699319134133, 20.0989007888098, -84.8450007767794, 72.9880231628993, -83.9673690107747, -69.1739385329696, 9.64294985705527];9.91340000109631;"1";9;11823;[1373, 1329, 1313, 1278, 1290, 1281, 1304, 1348, 1307];0.03026688;[0.00351488, 0.00340224, 0.00336128, 0.00327168, 0.0033024, 0.00327936, 0.00333824, 0.00345088, 0.00334592];[89.7299711833922, 86.7072616918342, 87.2774944392361, -83.8308393515824, 82.6431335844514, 84.6623671807419, 86.8718953425414, -84.4941491242074, -87.2879628943167];4.26800000059302
HE_9_6_L1;"1";1;6811368;6811368;17.43710208;17.43710208;0.20690788820578;3.05070815753899;-2.2575042988134;11.8549487421559;"1";0;538.816901007386;2314.74212164263;0.211091888338579;1.84185053431034;0.10301422850808;3.70358739462821;-0.862107041611818;12.0946742912474;20.5661999971198;"1";0;0;0;0;0;0;[0.822548054222532, 0.828388317566161, 0.623787950114707, 0.83475124321694, 0.643632545653565, 0.743333142050005, 0.625662630439833, 0.751308495986661];[24, 24.8, 22.4, 23.2, 22.4, 23.2, 22.4, 22.4];4.01609999971697;"1";16;4607;[330, 260, 258, 284, 337, 254, 302, 255, 291, 267, 321, 272, 301, 238, 298, 339];11793.92;[844.8, 665.6, 660.48, 727.04, 862.72, 650.24, 773.12, 652.8, 744.96, 683.52, 821.76, 696.32, 770.56, 609.28, 762.88, 867.84];[-2.16222474048943, 81.9385755552456, 55.8625017258771, 75.5639348104198, 2.11805520262097, -87.6105104585258, -9.41558091302493, -90, 47.9239360558081, -85.6735974262902, 5.17250565499082, -90, -28.5019426829958, -90, 34.7969317424795, 3.41156458066444];3.47319999855245;"1";9;11570;[1328, 1303, 1257, 1302, 1281, 1275, 1271, 1268, 1285];0.0296192;[0.00339968, 0.00333568, 0.00321792, 0.00333312, 0.00327936, 0.003264, 0.00325376, 0.00324608, 0.0032896];[-88.434661451495, -88.7214076639144, 79.6449475480996, 87.9318845569072, -87.3870387491639, 89.8934110561298, -85.2097836109417, -89.4538213092664, 87.1304014757801];3.09009999909904
HE_12_6_L1;"1";1;6812104;6812104;17.43898624;17.43898624;0.232272554609734;3.03386005498448;-2.28583930603526;13.3082370758597;"1";0;555.457448122534;2303.42443495031;0.192049257508927;1.84571493744996;0.103899299629035;3.68547909592049;-0.888731916996055;11.0036119138826;24.6495999999752;"1";0;0;0;0;0;0;[0.68525080753878, 0.743098528211109, 0.717221312678145, 0.695082725795111, 0.686847772211804, 0.703262226621172, 0.72631941261234, 0.730132016837601, 0.713932572149692];[22.4, 20.8, 22.4, 22.4, 22.4, 22.4, 21.6, 21.6, 21.6];3.85839999944437;"1";16;4647;[307, 269, 280, 288, 348, 252, 312, 253, 308, 270, 325, 268, 293, 236, 299, 339];11896.32;[785.92, 688.64, 716.8, 737.28, 890.88, 645.12, 798.72, 647.68, 788.48, 691.2, 832, 686.08, 750.08, 604.16, 765.44, 867.84];[-22.0531437709819, 71.8352330428415, 83.2095899447825, -35.3590480384066, -3.03483935947449, -76.1106300465354, 2.78394998768398, -85.5280333063037, -22.1091807631782, -81.5654824843724, 14.606578386123, -76.8351097020414, 43.6278505926394, -86.9093939286727, 12.5642142952203, -3.96538309944409];9.42429999849992;"1";9;10711;[1245, 1151, 1232, 1167, 1216, 1162, 1149, 1201, 1188];0.02742016;[0.0031872, 0.00294656, 0.00315392, 0.00298752, 0.00311296, 0.00297472, 0.00294144, 0.00307456, 0.00304128];[87.8945216824426, -82.869669032352, 88.1556801274998, 82.104951318022, 81.4215982235202, -89.7434202192941, 85.3519166280184, -84.6754827000125, -86.3959693976044];1.87949999963166
HE_11_6_L1;"1";1;6809326;6809326;17.43187456;17.43187456;0.2283703791698;3.04978614376812;-2.26281856336442;13.0846588922319;"1";0;540.580716424278;2312.35025587322;0.230012598460288;1.84590887813407;0.103536548038377;3.69976040939715;-0.864929146278846;13.1787511266118;15.6382999994094;"1";0;0;0;0;0;0;[0.634864709006916, 0.746686165644384, 0.810265004027568, 0.849507158288762, 0.784972961344286, 0.780452456968045, 0.791084493895425, 0.628796208592158, 0.628505039191473];[22.4, 24, 23.2, 24.8, 23.2, 24.8, 24, 22.4, 22.4];1.73369999902206;"1";16;4457;[314, 241, 253, 268, 323, 233, 311, 257, 290, 273, 331, 230, 283, 223, 287, 340];11409.92;[803.84, 616.96, 647.68, 686.08, 826.88, 596.48, 796.16, 657.92, 742.4, 698.88, 847.36, 588.8, 724.48, 570.88, 734.72, 870.4];[-17.9348381153868, -85.1633870173313, 80.1229430266721, 84.7458535896059, -9.04520748816603, 89.2121902447883, -18.7583872310202, -84.9803541524049, -49.7274910292978, -80.3505134125923, 13.4073173523528, 84.6550505254498, -74.231579983222, -87.3280224360199, -67.6974288766074, -5.04045985646323];12.3087000029045;"1";9;11714;[1360, 1338, 1307, 1289, 1329, 1282, 1286, 1272, 1251];0.02998784;[0.0034816, 0.00342528, 0.00334592, 0.00329984, 0.00340224, 0.00328192, 0.00329216, 0.00325632, 0.00320256];[-79.5984475418684, 85.1627670354024, 82.9179815492946, -84.4486318077187, -84.8031900538594, 85.0361444985204, 83.8966710696731, -87.1849108764867, -77.2880165069038];8.04450000214274
HE_8_5_L1;"1";1;6836142;6836142;17.50052352;17.50052352;0.219335284297766;3.05762502206654;-2.29523342867951;12.566986088564;"1";0;564.379203340412;2319.45864359851;0.203691889698446;1.84549333756813;0.102423316396599;3.71113382975761;-0.903006725344659;11.6706856007653;9.46800000019721;"1";0;0;0;0;0;0;[0.724903345105785, 0.816787510316519, 0.741307056903777, 0.650318789734265, 0.715774737661461, 0.701069314808442, 0.757052308362389, 0.796486794029566];[20, 23.2, 20, 20, 20.8, 19.2, 20, 20];3.95489999937126;"1";16;4789;[357, 259, 310, 270, 342, 268, 337, 287, 293, 250, 330, 251, 322, 258, 318, 337];12259.84;[913.92, 663.04, 793.6, 691.2, 875.52, 686.08, 862.72, 734.72, 750.08, 640, 844.8, 642.56, 824.32, 660.48, 814.08, 862.72];[-11.1522190309197, 88.1287376659821, 24.0280573666874, -71.7336597182838, -8.19687725622748, -76.9904199626852, -9.35268710568741, 48.1619253587299, -39.6277307785106, 87.6262857620569, 1.16169115346767, 84.8149445119435, -2.29125073581906, -81.9793213576966, -3.76510890733377, 2.07160550761642];4.18139999965206;"1";9;11060;[1261, 1280, 1263, 1211, 1218, 1212, 1182, 1214, 1219];0.0283136;[0.00322816, 0.0032768, 0.00323328, 0.00310016, 0.00311808, 0.00310272, 0.00302592, 0.00310784, 0.00312064];[-88.5674852496261, -87.1923789060952, 83.7315790622185, 79.6408325597754, 74.1923201876322, 78.803222533836, -87.8201843631151, -84.3118101316279, 85.4717638942382];3.6459000002651
HE_11_5_L1;"1";1;6826186;6826186;17.47503616;17.47503616;0.233699235000247;3.06879376565479;-2.2829834119375;13.3899798409502;"1";0;555.846655002595;2326.73825006779;0.257797017626228;1.84700640060503;0.102641399925873;3.72278120010846;-0.889354648004153;14.7706810810425;10.6410999978834;"1";0;0;0;0;0;0;[0.668014643670612, 0.756145222996843, 0.748161740254089, 0.689077250322543, 0.771426046528279, 0.640478034989613, 0.846983989498752, 0.72478578808426];[23.2, 23.2, 23.2, 22.4, 23.2, 21.6, 22.4, 22.4];12.7826999996614;"1";16;4909;[342, 289, 284, 304, 355, 272, 315, 272, 321, 294, 363, 286, 316, 248, 311, 337];12567.04;[875.52, 739.84, 727.04, 778.24, 908.8, 696.32, 806.4, 696.32, 821.76, 752.64, 929.28, 732.16, 808.96, 634.88, 796.16, 862.72];[4.11179900975823, 0, 56.566651794243, -4.40863650387286, -4.01605601864411, -90, -8.0203328657862, -90, -14.4998771596381, 31.8074594830887, 6.31972470849685, -82.8026974334374, -16.0085472505378, 83.0174994359385, -10.5230077636289, 7.88579823520311];11.4618000006885;"1";9;11503;[1360, 1300, 1260, 1270, 1267, 1224, 1287, 1255, 1280];0.02944768;[0.0034816, 0.003328, 0.0032256, 0.0032512, 0.00324352, 0.00313344, 0.00329472, 0.0032128, 0.0032768];[84.8292196095101, -88.5980803933196, 89.8668281436595, 85.6643747006113, -89.1005396699772, 85.480662024267, -88.8142193173232, 89.9450734769534, 79.7829186453824];3.20450000072015
HE_13_6_L1;"1";1;6804002;6804002;17.41824512;17.41824512;0.249135116645906;3.04195115733358;-2.26963518235297;14.2743907123099;"1";0;545.893461652199;2309.87255584677;0.232494120464348;1.84154852085025;0.101201844623;3.69579608935483;-0.873429538643519;13.3209318642133;12.2749999973166;"1";0;0;0;0;0;0;[0.668739551590038, 0.82392395799408, 0.666214555990813, 0.68186040678092, 0.625984818965265, 0.781206777360148, 0.714952606286425, 0.74509629030956, 0.628633895146321];[22.4, 24, 23.2, 22.4, 21.6, 23.2, 20.8, 21.6, 22.4];2.6527999980317;"1";16;4629;[320, 259, 263, 293, 331, 255, 306, 254, 289, 272, 322, 272, 280, 253, 293, 367];11850.24;[819.2, 663.04, 673.28, 750.08, 847.36, 652.8, 783.36, 650.24, 739.84, 696.32, 824.32, 696.32, 716.8, 647.68, 750.08, 939.52];[19.0162963180605, -81.1238998423757, 63.7452505369323, 38.8422900195759, -4.2412722656748, -90, 26.7906132919495, 87.6105104585258, 61.9927278453068, -90, 18.6268742354744, 80.7705740290503, -76.8544135680715, 85.5280333063037, 36.1179080957527, -3.87940078466952];1.50910000229487;"1";9;11455;[1348, 1323, 1309, 1279, 1253, 1217, 1259, 1259, 1208];0.0293248;[0.00345088, 0.00338688, 0.00335104, 0.00327424, 0.00320768, 0.00311552, 0.00322304, 0.00322304, 0.00309248];[84.9930300915441, -86.2586702974423, 87.334652363402, -82.7102682237868, 87.8512473774186, 74.7881156321031, -85.6748505572594, 89.1013005672278, 85.2852126477958];3.10040000113077
HE_10_5_L1;"1";1;6830664;6830664;17.48649984;17.48649984;0.210508704416322;3.05662111091982;-2.29998876173678;12.0612603138222;"1";0;568.526657952284;2319.58041571289;0.202119465359227;1.8472667838457;0.103375826870731;3.71132866514063;-0.909642652723655;11.5805923225244;31.9583000018611;"1";0;0;0;0;0;0;[0.835213396710089, 0.807344526708548, 0.704320286527065, 0.824495745775398, 0.713565879464916, 0.609801939953739, 0.710502543440496, 0.60387899302386];[23.2, 22.4, 21.6, 23.2, 22.4, 20, 21.6, 20.8];3.29689999853144;"1";16;4987;[392, 277, 324, 294, 350, 290, 313, 286, 349, 250, 344, 263, 336, 261, 330, 328];12766.72;[1003.52, 709.12, 829.44, 752.64, 896, 742.4, 801.28, 732.16, 893.44, 640, 880.64, 673.28, 860.16, 668.16, 844.8, 839.68];[-1.7636486027265, -71.1636170112039, -1.63436385593911, -31.3554636074864, -6.96915377132151, -41.6335393365701, -11.3122352345003, 63.2450083698581, -6.13013628652446, -81.5852868562105, 1.58809223755199, -79.6253571695002, -13.2381787439712, -75.0653729592673, -2.43839607178752, -14.2978681796384];10.0719000001845;"1";9;11172;[1299, 1242, 1263, 1222, 1270, 1212, 1225, 1193, 1246];0.02860032;[0.00332544, 0.00317952, 0.00323328, 0.00312832, 0.0032512, 0.00310272, 0.003136, 0.00305408, 0.00318976];[87.7042253249106, -85.5495328863727, 85.8064081293769, 81.1943979322147, 78.2705772292392, -89.0351970515342, 87.4254806090219, 88.2606730490828, 78.4999140110123];5.08220000119763
HE_14_6_L1;"1";1;6818825;6818825;17.456192;17.456192;0.238268813947554;3.0238740512625;-2.29140490709176;13.6517974287827;"1";0;564.151610572496;2299.21006056044;0.223215114633719;1.84602864061524;0.103323039510584;3.6787360968967;-0.902642576915994;12.789283992041;10.7156999983999;"1";0;0;0;0;0;0;[0.666623636841996, 0.706332904872706, 0.742142557565763, 0.61581219393332, 0.67363002946754, 0.760926287577374, 0.67441900046143, 0.778542073884992];[22.4, 21.6, 20.8, 21.6, 21.6, 22.4, 20.8, 21.6];4.5466999981727;"1";16;4754;[356, 259, 285, 266, 350, 250, 324, 255, 310, 270, 335, 272, 304, 255, 302, 361];12170.24;[911.36, 663.04, 729.6, 680.96, 896, 640, 829.44, 652.8, 793.6, 691.2, 857.6, 696.32, 778.24, 652.8, 773.12, 924.16];[6.43003850741377, -87.5919878686232, 51.0629249949728, -75.1862699768995, 1.62364575200969, -83.185500218007, -3.82728518167618, -90, 9.62829214359768, -81.5654824843724, 13.714350711192, -90, 16.2589893541235, -90, 31.6950624022909, -0.303576568083791];3.27440000182833;"1";9;10961;[1270, 1243, 1226, 1186, 1224, 1215, 1227, 1194, 1176];0.02806016;[0.0032512, 0.00318208, 0.00313856, 0.00303616, 0.00313344, 0.0031104, 0.00314112, 0.00305664, 0.00301056];[83.9989562831528, 81.9473273455734, 84.8025309472763, 84.9104711723634, -88.857080124144, 79.9031903344931, 84.2614710282747, -74.3517834296013, 74.3908208078315];3.26149999818881
HE_13_5_L1;"1";1;6818428;6818428;17.45517568;17.45517568;0.243726822909762;3.05539052954728;-2.29352337260143;13.9645183068618;"1";0;562.363236753572;2321.70602775892;0.258444949950454;1.84637259190698;0.103030060461508;3.71472964441427;-0.899781178805716;14.8078048686308;26.585100000375;"1";0;0;0;0;0;0;[0.726821588330034, 0.626440727099107, 0.741437377907701, 0.637806876565678, 0.634134554108827, 0.700514978289223, 0.745300037783582, 0.748991659552011, 0.762583443434965];[20.8, 21.6, 21.6, 20.8, 20, 21.6, 21.6, 22.4, 20.8];4.72070000250824;"1";16;5035;[354, 306, 290, 352, 315, 306, 284, 318, 292, 323, 312, 304, 303, 289, 304, 383];12889.6;[906.24, 783.36, 742.4, 901.12, 806.4, 783.36, 727.04, 814.08, 747.52, 826.88, 798.72, 778.24, 775.68, 739.84, 778.24, 980.48];[5.77054347731429, 0, 48.2274106601026, 0.815720418997654, 14.8183140666631, 0, -52.1246690152707, 3.08162127340631, 38.5114616040304, 0, 19.8954583971727, -5.09958941128253, 11.7133406007935, 0, 17.5894026783095, 2.0014878575753];2.43409999893629;"1";9;11065;[1301, 1272, 1234, 1213, 1228, 1214, 1189, 1199, 1215];0.0283264;[0.00333056, 0.00325632, 0.00315904, 0.00310528, 0.00314368, 0.00310784, 0.00304384, 0.00306944, 0.0031104];[86.7800762291651, 88.5894870453961, -84.8283876304179, 88.7863499435916, 85.5236016247034, 89.6528152870469, 87.6512396148388, -86.739371515376, 86.6881733398948];1.57150000086403
HE_12_5_L1;"1";1;6821159;6821159;17.46216704;17.46216704;0.250289765538743;3.04967625519358;-2.30739888021962;14.3405472206889;"1";0;570.992065463317;2315.92479731555;0.237907800193136;1.84570633876131;0.102920234580409;3.70547967570488;-0.913587304741307;13.6311128643084;11.4286000025459;"1";0;0;0;0;0;0;[0.605834167970403, 0.656542682955047, 0.720966241853538, 0.689569125512808, 0.697725527543932, 0.668167553717904, 0.684101008841609];[20.8, 20.8, 20.8, 20.8, 20.8, 19.2, 20.8];3.47959999999148;"1";16;5152;[379, 304, 328, 311, 357, 295, 335, 277, 343, 290, 350, 278, 332, 289, 325, 359];13189.12;[970.24, 778.24, 839.68, 796.16, 913.92, 755.2, 857.6, 709.12, 878.08, 742.4, 896, 711.68, 849.92, 739.84, 832, 919.04];[1.59616348050481, -8.30199107114068, 18.439494400072, 5.60341152622788, -8.07748162141919, -3.79370182059894, -1.9356884087306, -70.9324447313767, 5.77159968917462, -47.539411200497, -6.16374659196492, 83.3818872954561, -10.5808823812483, 0, 5.37589404612008, 2.98089264064757];3.70699999984936;"1";9;10936;[1327, 1285, 1219, 1188, 1174, 1174, 1170, 1216, 1183];0.02799616;[0.00339712, 0.0032896, 0.00312064, 0.00304128, 0.00300544, 0.00300544, 0.0029952, 0.00311296, 0.00302848];[-87.5567309073428, 86.3639014285352, -88.6289831523963, 89.6246553245129, 85.2169583482094, -86.6138792270865, 84.5147308099066, 84.1522863816288, 85.9985822438646];1.34450000041397
HE_15_6_L1;"1";1;6812201;6812201;17.43923456;17.43923456;0.200521195649473;3.04714745980044;-2.27755785456125;11.4890182136319;"1";0;555.962377806061;2313.46988529879;0.209152287936448;1.84697712250042;0.103275666811011;3.70155181647806;-0.889539804489697;11.9835433742634;37.5672000009217;"1";0;0;0;0;0;0;[0.670046843752954, 0.617415426779556, 0.833698692788448, 0.685579267443691, 0.671259286113876, 0.758074511363176, 0.773903263133525, 0.719520077442143, 0.622658631753976];[23.2, 21.6, 24, 23.2, 20.8, 22.4, 22.4, 22.4, 21.6];6.98510000074748;"1";16;4558;[334, 253, 273, 283, 315, 245, 298, 238, 289, 252, 325, 271, 293, 255, 289, 345];11668.48;[855.04, 647.68, 698.88, 724.48, 806.4, 627.2, 762.88, 609.28, 739.84, 645.12, 832, 693.76, 750.08, 652.8, 739.84, 883.2];[12.1709373596326, 81.5190713248919, 68.9526093195255, -75.480033027312, -9.65401973715553, 88.1028794568691, 33.3282187512707, -90, -89.1715541927252, 88.3725151767701, -4.00296159831414, 85.3791437569857, 33.1623861511167, -90, 46.6392845006355, 4.87592461650269];2.32269999833079;"1";9;11338;[1329, 1241, 1320, 1264, 1237, 1198, 1225, 1266, 1258];0.02902528;[0.00340224, 0.00317696, 0.0033792, 0.00323584, 0.00316672, 0.00306688, 0.003136, 0.00324096, 0.00322048];[-87.3915046867542, 86.244487738621, 87.2063574403832, -89.8370959984894, -84.0055862176426, -89.7574252909034, -87.4362101749279, 89.7113033490293, 89.5792579578263];3.49330000244663
HE_15_5_L1;"1";1;6826620;6826620;17.4761472;17.4761472;0.25451233808477;3.06570275703057;-2.30035859831073;14.582482806264;"1";0;565.614119374241;2328.47026609258;0.428020523126789;1.83624958583974;0.101953242124257;3.72555242574814;-0.904982590998786;24.5237695201466;12.8412999983993;"1";0;0;0;0;0;0;[0.655983484330968, 0.669722143610385, 0.621262398879149, 0.818852830073023, 0.653685733334317, 0.703731214807394, 0.720166325944698, 0.747697972118035, 0.711514699901378];[20, 20.8, 20.8, 23.2, 20, 20.8, 21.6, 20.8, 19.2];1.9867000009981;"1";16;4934;[329, 309, 310, 320, 308, 306, 289, 302, 305, 303, 310, 300, 297, 292, 276, 378];12631.04;[842.24, 791.04, 793.6, 819.2, 788.48, 783.36, 739.84, 773.12, 780.8, 775.68, 793.6, 768, 760.32, 747.52, 706.56, 967.68];[2.84519076691689, 7.37267509367662, 7.77536288120835, 4.27670690901506, -7.39579258431282, 0, 49.7499215459034, -3.12205731736672, 19.3473268940574, -27.6358566717199, 19.3464537374583, 39.8702083622258, 15.5103326070792, -38.0190361620526, 62.8708635969232, 5.52863878321157];2.20770000305492;"1";9;11174;[1268, 1249, 1227, 1250, 1247, 1229, 1240, 1270, 1194];0.02860544;[0.00324608, 0.00319744, 0.00314112, 0.0032, 0.00319232, 0.00314624, 0.0031744, 0.0032512, 0.00305664];[-82.7672144710898, -88.0076942335187, -84.7986864950483, 86.8780000842526, -86.9529776498576, -89.1772412092932, 85.4167480529523, -87.7525344615085, -89.1143358207891];4.97940000059316
