;;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Pattern Matching Modified;Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield Non Act (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Darkfield All (FM);Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;Scratches;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead;FM On Lead
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Diameter ALL (um)(FM);5. Diameter ALL (um)(FM) (min);5. Diameter ALL (um)(FM) (max);5. Diameter ALL (um)(FM) (avg);6. Area ALL (um2)(FM);6. Area ALL (um2)(FM) (min);6. Area ALL (um2)(FM) (max);6. Area ALL (um2)(FM) (avg);7. Cummulative Area (um2)(FM);8. Inspection Time;1. Defect;2. N_Defect;3. Diameter (pixel)(Scratch PD);3. Diameter (pixel)(Scratch PD) (min);3. Diameter (pixel)(Scratch PD) (max);3. Diameter (pixel)(Scratch PD) (avg);4. Diameter FAIL (um)(Scratch PD);4. Diameter FAIL (um)(Scratch PD) (min);4. Diameter FAIL (um)(Scratch PD) (max);4. Diameter FAIL (um)(Scratch PD) (avg);5. Diameter ALL (um)(Scratch PD);5. Diameter ALL (um)(Scratch PD) (min);5. Diameter ALL (um)(Scratch PD) (max);5. Diameter ALL (um)(Scratch PD) (avg);6. Area ALL (um)(Scratch PD);6. Area ALL (um)(Scratch PD) (min);6. Area ALL (um)(Scratch PD) (max);6. Area ALL (um)(Scratch PD) (avg);7. Cummulative Area (um2)(Scratch PD);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius (um);8. inner_radius (um) (min);8. inner_radius (um) (max);8. inner_radius (um) (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time
HRH14520024;HE_1_2_C;1;1292.78052901753;1885.69671015214;0.222102202014952;0.996432433007385;17.2117999754846;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;19.8532000067644;"1";1;0;0;0;0.0000;0;0;0;0.0000;11.3137084989848;11.3137084989848;11.3137084989848;11.3137;81.92;81.92;81.92;81.9200;81.92;34.8144000163302;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;40.231799997855;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.64780003251508
HRH14520024;HE_1_1_C;1;1306.8480630727;1897.99583216889;0.599185998826973;0.995133200131875;25.1017000409774;"1";1;0;0;0;0.0000;10.2449987798926;10.2449987798926;10.2449987798926;10.2450;84.48;84.48;84.48;84.4800;84.48;17.7765999687836;"1";3;0;0;0;0.0000;0;0;0;0.0000;[10.2449987798926, 9.32952303175248, 13.7637204272682];9.32952303175248;13.7637204272682;11.1127;[84.48, 51.2, 102.4];51.2;102.4;79.3600;238.08;62.9589999443851;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;91.4571000030264;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.70299998717383
HRH14520024;HE_2_1_C;1;1322.45913149178;1889.3271209114;0.580911440698644;0.997359057670394;34.6462000161409;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;21.1876999819651;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 15.1789327688082, 15.1789327688082];9.32952303175248;15.1789327688082;13.2291;[61.44, 143.36, 143.36];61.44;143.36;116.0533;348.16;34.5593999954872;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;91.5415000054054;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.28270002501085
HRH14520024;HE_2_2_C;1;1308.50027659323;1874.71344438694;0.343122886702963;0.996060934525019;25.1304000266828;"1";1;0;0;0;0.0000;9.32952303175248;9.32952303175248;9.32952303175248;9.3295;64;64;64;64.0000;64;26.9956000265665;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 8.15843122174846, 9.32952303175248];8.15843122174846;9.32952303175248;8.9392;[64, 51.2, 51.2];51.2;64;55.4667;166.4;32.8077999874949;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;84.7979999962263;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.63179995818064
HRH14520024;HE_4_2_C;1;1294.81488353404;1866.33120839269;0.546974487128332;0.99531800283853;18.5688000055961;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;11.258699989412;"1";2;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248];9.32952303175248;9.32952303175248;9.3295;[61.44, 51.2];51.2;61.44;56.3200;112.64;44.8148000286892;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;39.7694999701343;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.99259996972978
HRH14520024;HE_3_1_C;1;1302.14925915267;1894.90103152923;0.546086484660428;0.996333601747097;12.0661000255495;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;25.4614999867044;"1";7;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 15.1789327688082, 9.32952303175248, 18.2428068015862, 9.32952303175248, 9.32952303175248, 11.3137084989848];9.32952303175248;18.2428068015862;11.7219;[61.44, 153.6, 61.44, 204.8, 51.2, 71.68, 71.68];51.2;204.8;96.5486;675.84;48.3861999819055;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;54.6371999662369;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.54119995608926
HRH14520024;HE_4_1_C;1;1318.78660514803;1881.37311455002;0.403556060560071;0.99703612620101;11.6392000345513;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;23.5285999951884;"1";3;0;0;0;0.0000;0;0;0;0.0000;[19.3328735577513, 9.32952303175248, 13.7637204272682];9.32952303175248;19.3328735577513;14.1420;[225.28, 61.44, 92.16];61.44;225.28;126.2933;378.88;32.2985999519005;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;91.798200039193;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.42200000118464
HRH14520024;HE_3_2_C;1;1287.4132637522;1875.84504099188;0.402200029308978;0.995239668946624;19.1540000378154;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;19.1600999678485;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;58.3940999931656;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;30.7008999516256;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.952199974562973
HRH14520024;HE_5_1_C;1;1298.31496739325;1895.45389183499;0.358915753817516;0.994179941945617;34.4037999748252;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;39.5804999861866;"1";4;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248];9.32952303175248;12.1852369693823;10.0435;[51.2, 51.2, 92.16, 51.2];51.2;92.16;61.4400;245.76;74.3779999902472;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;94.3191000260413;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.72839999524876
HRH14520024;HE_6_2_C;1;1299.32024561721;1868.20946629343;0.313561591544266;0.9954300855822;25.687699962873;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;14.4872000091709;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248, 9.32952303175248];9.32952303175248;9.32952303175248;9.3295;[51.2, 51.2, 51.2];51.2;51.2;51.2000;153.6;40.4417000245303;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;57.202199997846;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.94839998241514
