;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Diameter ALL (um)(FM);5. Diameter ALL (um)(FM) (min);5. Diameter ALL (um)(FM) (max);5. Diameter ALL (um)(FM) (avg);6. Area ALL (um2)(FM);6. Area ALL (um2)(FM) (min);6. Area ALL (um2)(FM) (max);6. Area ALL (um2)(FM) (avg);7. Cummulative Area (um2)(FM);8. Inspection Time;1. Defect;2. N_Defect;3. Diameter (pixel)(Scratch PD);3. Diameter (pixel)(Scratch PD) (min);3. Diameter (pixel)(Scratch PD) (max);3. Diameter (pixel)(Scratch PD) (avg);4. Diameter FAIL (um)(Scratch PD);4. Diameter FAIL (um)(Scratch PD) (min);4. Diameter FAIL (um)(Scratch PD) (max);4. Diameter FAIL (um)(Scratch PD) (avg);5. Diameter ALL (um)(Scratch PD);5. Diameter ALL (um)(Scratch PD) (min);5. Diameter ALL (um)(Scratch PD) (max);5. Diameter ALL (um)(Scratch PD) (avg);6. Area ALL (um)(Scratch PD);6. Area ALL (um)(Scratch PD) (min);6. Area ALL (um)(Scratch PD) (max);6. Area ALL (um)(Scratch PD) (avg);7. Cummulative Area (um2)(Scratch PD);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius (um);8. inner_radius (um) (min);8. inner_radius (um) (max);8. inner_radius (um) (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time
HRH14720064;HE_1_1_C;1;1306.72698114574;1900.48930358547;0.371951438995145;0.996042787173394;27.4565999861807;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;17.6192000508308;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;88.8743998948485;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;102.764700073749;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.82560009509325
HRH14720064;HE_1_2_C;1;1288.63403548125;1887.14356594772;0.420814531781285;0.995984820093383;39.7407000418752;"1";1;0;0;0;0.0000;11.2;11.2;11.2;11.2000;92.16;92.16;92.16;92.1600;92.16;31.1257001012564;"1";4;0;0;0;0.0000;0;0;0;0.0000;[11.2, 9.32952303175248, 13.7637204272682, 9.32952303175248];9.32952303175248;13.7637204272682;10.9057;[92.16, 61.44, 112.64, 61.44];61.44;112.64;81.9200;327.68;92.4761001951993;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;140.875400044024;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.38159997388721
HRH14720064;HE_2_1_C;1;1316.73861463869;1888.79878976413;0.238607201787557;0.996026206499607;19.3068000953645;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;13.1830999162048;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;55.0989999901503;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;51.9626999739558;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.67110003530979
HRH14720064;HE_2_2_C;1;1308.5878131581;1871.67674315923;0.502063172000138;0.996594061937685;13.0119998939335;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;16.5830999612808;"1";3;0;0;0;0.0000;0;0;0;0.0000;[12.1852369693823, 13.7637204272682, 8.15843122174846];8.15843122174846;13.7637204272682;11.3691;[102.4, 122.88, 51.2];51.2;122.88;92.1600;276.48;56.7699000239372;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;47.4952000658959;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.56119994446635
HRH14720064;HE_4_1_C;1;1309.30604942955;1883.85771023649;0.566540412991573;0.995273091407171;31.4013999886811;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;28.8174001034349;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;135.774299968034;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;120.983199914917;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.47570003941655
HRH14720064;HE_3_1_C;1;1295.10250738104;1897.38382635075;0.329926649237457;0.995915102929587;32.9770999960601;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;27.3166999686509;"1";1;0;0;0;0.0000;0;0;0;0.0000;12.1852369693823;12.1852369693823;12.1852369693823;12.1852;102.4;102.4;102.4;102.4000;102.4;103.015699889511;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;189.196299994364;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.83219991251826
HRH14720064;HE_3_2_C;1;1285.9969438794;1879.91993057358;0.253982074713648;0.995081238650243;50.1848999410868;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;34.4637001398951;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248, 8.15843122174846];8.15843122174846;9.32952303175248;8.9392;[61.44, 51.2, 51.2];51.2;61.44;54.6133;163.84;123.441800009459;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;109.06819999218;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;7.27399997413158
HRH14720064;HE_4_2_C;1;1304.28428119911;1869.70195238811;0.420769257375783;0.996071640156913;21.7059999704361;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;41.8022000230849;"1";7;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248, 9.32952303175248, 12.1852369693823, 9.32952303175248, 12.1852369693823, 11.3137084989848];9.32952303175248;12.1852369693823;10.4289;[71.68, 61.44, 61.44, 81.92, 51.2, 102.4, 81.92];51.2;102.4;73.1429;512;207.820100011304;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;154.795299982652;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.1725000590086
HRH14720064;HE_6_1_C;1;1303.28983526797;1885.56057165274;0.617239240015308;0.996109827929217;26.2691001407802;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;63.0590999498963;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;133.531400002539;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;152.902199886739;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.80380016192794
