;;Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Pattern Matching Modified (DA);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield Non Act (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Darkfield All (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);Scratches (FM_Die);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB);FM On Lead (FM_PCB)
Lot ID;Unit;1. Matching Number;2. Rows;3. Columns;4. Angles;5. Scores;6. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL (um)(FM);3. Diameter FAIL (um)(FM) (min);3. Diameter FAIL (um)(FM) (max);3. Diameter FAIL (um)(FM) (avg);4. Diameter ALL (um)(FM);4. Diameter ALL (um)(FM) (min);4. Diameter ALL (um)(FM) (max);4. Diameter ALL (um)(FM) (avg);5. Area ALL (um2)(FM);5. Area ALL (um2)(FM) (min);5. Area ALL (um2)(FM) (max);5. Area ALL (um2)(FM) (avg);6. Cummulative Area (um2)(FM);7. Inspection Time;1. Defect;2. N_Defect;3. Diameter FAIL PD (um)(FM);3. Diameter FAIL PD (um)(FM) (min);3. Diameter FAIL PD (um)(FM) (max);3. Diameter FAIL PD (um)(FM) (avg);4. Diameter FAIL Non-Act (um)(FM);4. Diameter FAIL Non-Act (um)(FM) (min);4. Diameter FAIL Non-Act (um)(FM) (max);4. Diameter FAIL Non-Act (um)(FM) (avg);5. Diameter ALL (um)(FM);5. Diameter ALL (um)(FM) (min);5. Diameter ALL (um)(FM) (max);5. Diameter ALL (um)(FM) (avg);6. Area ALL (um2)(FM);6. Area ALL (um2)(FM) (min);6. Area ALL (um2)(FM) (max);6. Area ALL (um2)(FM) (avg);7. Cummulative Area (um2)(FM);8. Inspection Time;1. Defect;2. N_Defect;3. Diameter (pixel)(Scratch PD);3. Diameter (pixel)(Scratch PD) (min);3. Diameter (pixel)(Scratch PD) (max);3. Diameter (pixel)(Scratch PD) (avg);4. Diameter FAIL (um)(Scratch PD);4. Diameter FAIL (um)(Scratch PD) (min);4. Diameter FAIL (um)(Scratch PD) (max);4. Diameter FAIL (um)(Scratch PD) (avg);5. Diameter ALL (um)(Scratch PD);5. Diameter ALL (um)(Scratch PD) (min);5. Diameter ALL (um)(Scratch PD) (max);5. Diameter ALL (um)(Scratch PD) (avg);6. Area ALL (um)(Scratch PD);6. Area ALL (um)(Scratch PD) (min);6. Area ALL (um)(Scratch PD) (max);6. Area ALL (um)(Scratch PD) (avg);7. Cummulative Area (um2)(Scratch PD);8. Inspection Time;1. Defect;2. N_Defect;3. Total Area;4. Areas;4. Areas (min);4. Areas (max);4. Areas (avg);5. Total Area (um);6. Areas (um);6. Areas (um) (min);6. Areas (um) (max);6. Areas (um) (avg);7. Angle (deg);7. Angle (deg) (min);7. Angle (deg) (max);7. Angle (deg) (avg);8. inner_radius (um);8. inner_radius (um) (min);8. inner_radius (um) (max);8. inner_radius (um) (avg);9. Offset X;10. Offset Y;11. Offset Theta;12. Inspection Time
HRH14720541;HE_1_1_C;1;1299.14461959126;1897.57133672877;0.384489379976661;0.996591320251468;42.6258998923004;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;20.3026998788118;"1";3;0;0;0;0.0000;0;0;0;0.0000;[16.4730082255792, 9.32952303175248, 13.7637204272682];9.32952303175248;16.4730082255792;13.1888;[184.32, 51.2, 133.12];51.2;184.32;122.8800;368.64;90.9720999188721;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;86.2537999637425;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.62109998241067
HRH14720541;HE_2_2_C;1;1297.84996598036;1867.40748771556;0.320594612595395;0.996983773049919;36.6646000184119;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;15.7410998363048;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 12.1852369693823, 12.1852369693823];9.32952303175248;12.1852369693823;11.2333;[71.68, 122.88, 92.16];71.68;122.88;95.5733;286.72;98.263000138104;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;63.2691001519561;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;2.79080006293952
HRH14720541;HE_1_2_C;1;1280.09658494831;1879.53976182906;0.246178625931821;0.99731225316998;17.3180000856519;"1";1;0;0;0;0.0000;12.8996123972777;12.8996123972777;12.8996123972777;12.8996;115.2;115.2;115.2;115.2000;115.2;19.1909000277519;"1";3;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 9.32952303175248, 12.8996123972777];9.32952303175248;12.8996123972777;10.5196;[61.44, 61.44, 115.2];61.44;115.2;79.3600;238.08;74.8368999920785;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;62.7911000046879;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;13.6908001732081
HRH14720541;HE_2_1_C;1;1315.87655445533;1882.07551976873;0.350075032929446;0.996571606222005;29.0602000895888;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;14.8142001125962;"1";1;0;0;0;0.0000;0;0;0;0.0000;12.1852369693823;12.1852369693823;12.1852369693823;12.1852;122.88;122.88;122.88;122.8800;122.88;112.721899989992;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;106.315599987283;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;6.95279985666275
HRH14720541;HE_3_1_C;1;1294.00632483828;1886.26961922704;0.389903983912944;0.994306647015776;35.8398999087512;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;13.8741000555456;"1";2;0;0;0;0.0000;0;0;0;0.0000;[9.32952303175248, 12.1852369693823];9.32952303175248;12.1852369693823;10.7574;[61.44, 81.92];61.44;81.92;71.6800;143.36;178.470900049433;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;104.643299942836;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.88539992086589
HRH14720541;HE_4_2_C;1;1292.05922551784;1864.84467956607;0.295303732209793;0.993761965354054;21.6681999154389;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;18.847200088203;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;98.9322999957949;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;105.686200084165;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.26139992102981
HRH14720541;HE_4_1_C;1;1307.86928861392;1876.68217051766;0.44581789292255;0.994289544116043;23.8087999168783;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;24.5608000550419;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;100.305399857461;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;117.769000120461;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;3.8465999532491
HRH14720541;HE_3_2_C;1;1272.5523338961;1877.33275017467;0.393663187289033;0.993808117072035;32.1742999367416;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;27.9143999796361;"1";1;0;0;0;0.0000;0;0;0;0.0000;12.1852369693823;12.1852369693823;12.1852369693823;12.1852;71.68;71.68;71.68;71.6800;71.68;138.719399925321;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;115.834800060838;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;5.07940002717078
HRH14720541;HE_5_2_C;1;1271.23958178176;1869.63946396618;0.362114864025782;0.99380400454271;64.9904999881983;"1";1;0;0;0;0.0000;24.838679514016;24.838679514016;24.838679514016;24.8387;212.48;212.48;212.48;212.4800;212.48;25.6952000781894;"1";5;0;0;0;0.0000;0;0;0;0.0000;[24.838679514016, 9.32952303175248, 12.1852369693823, 12.1852369693823, 9.32952303175248];9.32952303175248;24.838679514016;13.5736;[212.48, 61.44, 92.16, 71.68, 61.44];61.44;212.48;99.8400;499.2;105.752099771053;"1";0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;146.005199989304;"1";0;0;0;0;0;0.0000;0;0;0;0;0.0000;0;0;0;0.0000;0;0;0;0.0000;0;0;0;1.32349994964898
